name,domain,description,sdgs,cover_image_id,street_adress,latitude,longitude,id,homepage
"Museums-Pavillon & Touristische Wissenspfade, TU Berlin",klimaschutzpartner-berlin.de,"Neubau Museums-Pavillon – Reallabor für das Planen und Bauen innerhalb der planetaren Grenzen  Das GRW-Projekt „Museums-Pavillon und Touristische Wissenspfade“ ist ein Forschungs- und Bauvorhaben der Technischen Universität Berlin und des Bezirks Berlin Charlottenburg-Wilmersdorf. Durch klimaangepasstes Design, die Entwicklung zirkulärer Bausysteme unter Einsatz von wiederverwendeten Rohstoffen sowie eines adaptiven LowTech-Konzepts entsteht ein klima- und ressourcenpositives Gebäudeprinzip für einfaches, schadstofffreies Bauen aus Holz mit schlanker Gebäudetechnik, das Abfall fast gänzlich vermeidet. Auf Basis dieser Prinzipien soll das Gebäude einen positiven Beitrag zum Klimaschutz leisten und vom Ressourcenvernichter zum Ressourcenerhalter werden. Als Reallabor für das Planen und Bauen in den planetaren Grenzen werden innovative und experimentelle Lösungen entwickelt und umgesetzt, das Projekt basiert auf und kooperiert mit Forschungen verschiedener Fachgebiete der TU Berlin.  Zur Erreichung der Klima- und Ressourcenziele im Bauwesen bis 2050 bedarf es dringend methodischer Ansätze für Innovationsschübe in allen Bereichen - von der Material- und Konstruktionsentwicklung bis zur kreislaufgerechten Konzeption und Anpassungsfähigkeit von ganzen Gebäuden. Hier kommt der Wiederverwendung von Altholz aus Bau- und Abbruchabfällen in Deutschland eine Schlüsselrolle zu. Trotz des steigenden Bedarfs an Schnittholz wird Altholz (Holz aus Bau- und Abbruchabfällen) primär in einer abwertenden Nutzungskaskade thermisch (79%) oder stofflich (15%) verwertet. Eine Wiederverwendung im Bauwesen ohne Zerkleinerung als tragende Bauteile findet kaum statt.  Im Fokus des Forschungs- und Bauvorhabens steht die Entwicklung von Strategien zur Gewinnung, Beurteilung und Einsatz von Altholz in Tragkonstruktionen, durch zerstörungsfreie Rückbaustrategien, sowie Ableitung alternativer Sortierklassen. Die angepasste Planung sieht ein reversibles und stahlarmes, additives Tragsystem mit optimierten Querschnitten vor, basierend auf dem Einsatz von Altholz. Die 12 m spannenden Gitterträger aus Altholz werden zum gestalterischen Element und für das Vorhaben wird eine Recyclingquote von 100% angestrebt. Durch Kooperation von Forschung und Praxis, neuer Wertschöpfungsketten und alternativer Werkzeuge der Planung, kann flexibel auf bestehende Materialpools reagiert und zukunftsweisend und kreislaufgerecht geplant werden.  Das Museum wird als adaptives LowTech Gebäude konzipiert und zum zukunftsweisenden Pilotprojekt für nachhaltige Museen. Anstelle von hoch technisierter Standard-Ausstattung wird ein adaptives Betriebssystem entwickelt. Ein angemessener Glasanteil und nachhaltige Textilfassade vermitteln ganzjährig im Spannungsfeld zwischen optimalem Wärmeschutz im Winter, unerwünschten Gewinnen im Sommer, Tages- und Kunstlicht. Klimasteuernde Materialien wie Lehm, Naturfaserdämmung und Holz ermöglichen die Reduzierung des Lüftungs- und Klimatisierungsbedarfes auf ein Minimum. Auf diese Weise werden aktuell etablierte, technikzentrierte Standards im Bauwesen hinterfragt und auf Lüftungs- und Klimatechnik verzichtet.  Zunehmend komplexe Anforderungen an das Planen und Bauen im Gebäudebereich führen in der Praxis zu vielfältigen Akteurskonstellationen, sowie Abläufen und Interdependenzen. Die notwendigen Innovationen im klimagerechten Bauen werden in der Praxis dadurch häufig erschwert und spezifisch gewonnenes Wissen bleibt lokal in einzelnen Projekten gebunden. Das Projekt „Museums-Pavillon und Touristische Wissenspfade“ wurde in einem kollaborativen, partizipativen Prozess aus der Universität heraus erarbeitet. In Kooperation mit einem transdizsiplinären Fachbeirat, erarbeitete ein studentisches Projektbüro die konzeptionelle Vorplanung. Im April 2022 wurde diese an ein kollaboratives Planer*innenteam aus Architekt*innen, Landschaftsarchitekt*innen, Fachplaner*innen und Ausstellungsgestalter*innen übergeben die das Vorhaben weiter planen und bis 2027 realisieren.","4, 9, 11, 13",,"Ackerstraße 76, 13355 Berlin",,,268,https://klimaschutzpartner-berlin.de
Klimabeschichtung in Altbauwohnung - Heizenergie sparen ohne zu frieren,klimaschutzpartner-berlin.de,"Die Mieterin einer unsanierten Berliner Altbauwohnung fror seit Jahren in ihrer Wohnküche. Weder die Heizung auf 21-22°C eingestellt noch zwei Paar Socken konnten Frösteln und dauerhaft kalte Füße vermeiden.  Nach einem Anstrich der Wohnküche Im September 2022 mit Klimafarbe aus der ClimateCoating Serie konnte die Mieterin sofort den Thermostat auf 18,5°C drosseln und fühlte sich trotzdem das erste Mal in der kalten Jahreszeit von Kopf bis Fuß wohlig und warm.  Die Einstellung der Heizung auf 18,5°C wurde den ganzen Winter über beibehalten und das dauerhafte Wärmegefühl wurde mehrfach bestätigt. Kalte Füße waren seit dem Anstrich nie mehr zu beklagen - und das auch ohne zwei Paar Socken.","7, 11, 13",,"Karlsbergallee 20, 14089 Berlin",,,269,https://klimaschutzpartner-berlin.de
Nahwärmeversorgung Eichkamp,klimaschutzpartner-berlin.de,"Neuerrichtung eines Nahwärmenetzes frei von fossilen Energien im kleinteiligen Gebäudebestand im großstädtischen Umfeld. Aufbau und Betrieb der Anlage in der Hand der Bürgerinnen und Bürger als Energiegenossenschaft.  Die Anwohnerinnen und Anwohner der Siedlung beabsichtigen die Gründung einer Genossenschaft, um ihre Häuser mit klimafreundlicher erneuerbarer Wärme zu versorgen und ihre Öl- und Gasheizungsanlagen abzuschaffen. Die zukünftige Genossenschaft errichtet und betreibt eine Wärmeerzeugungsanlage auf Basis von Großwärmepumpen und ergänzender Wärmeerzeugung für Spitzenlasten sowie die Verteilung der Wärme in der Siedlung mit einem neuen Wärmenetz. Die in der Siedlung liegenden Gebäude des Bezirksamtes können ebenfalls mitversorgt werden.  Die Planungen sind weit vorangeschritten: Über 100 Anwohnende haben Ihren Willen zum Anschluß an das zukünftige Wärmenetz bekundet, die technische Planung ist derzeit auf dem Niveau der Entwurfsplanung. Ein Businessplan wird entwickelt, erste Bankgespräche wurden geführt. Eine Genossenschaftssatzung liegt im Entwurf vor. Die Gründung der Genossenschaft ist für Sommer 2023 avisiert.  Es handelt sich um eine einzigartige Zusammenarbeit zwischen einem Berliner Bezirksamt (Bezirksamt Charlottenburg-Wilmersdorf) und einer Bürgerenergiegenossenschaft, die in Kürze gegründet wird - Wärmegenossenschaften sind bislang nur im ländlichen Raum verbreitet. Diese Zusammenarbeit hat einen bezifferbaren Mehrwert für den Klimaschutz: Sie spart 1000 t CO2 im Jahr ein. Eine Zahl, die weder das Bezirksamt noch das Quartier für sich allein erreichen könnten.  Das Bezirksamt unterstützt die zukünftige Genossenschaft durch umfangreiche Vorarbeiten wie die Beauftragung von Ingenieurbüros für Planungsleistungen und Finanzierung einer Sanierungsmanagerin, die die Projektentwicklung intensiv mit den Anwohnenden vorantreibt. Finanzielle Unterstützung leisten die Senatsverwaltung für Umwelt, Mobilität, Verbraucher- und Klimaschutz und die KfW Kommunalbank.","7, 11, 13",,"Zikadenweg 42A, 14055 Berlin",,,270,https://klimaschutzpartner-berlin.de
Jugendstil - nachhaltig und bescheiden,klimaschutzpartner-berlin.de,"Der nahezu unverbaute Altbau von 1915 mit einzelnen schönen Jugendstil-Elementen stand nicht unter Denkmalschutz und war somit zum Abriss und Neubau freigegeben.  Das Gebäude nutzt das Grundstück nur sehr dürftig aus, die Grundrisse der beiden Etagen mit knapp 125m2 sind ungünstig für die vierköpfige Familie geschnitten. Der erste Gedanke galt entsprechend einem Neubau. Der Gedanke wurde bald verworfen, denn ein Abriss und der damit verbundene Müll erschein den Bauherrn und uns unverhältnismäßig und unzeitgemäß. Darüber hinaus hatten wir uns mittlerweile in das kleine Haus verliebt.  Im nächsten Step wurden die Varianten Aufstockung und Anbau untersucht.  Dann kam die Pandemie.  Das Nachdenken über die Ursache dieser Pandemie - die immer stärkere Ausbreitung von uns Menschen auf dem Planeten, das Streben nach immer mehr mit den unübersehbaren Folgen für das Klima und die Natur, die weiter zurückgedrängten Lebensräume für Tiere, diese auf den Menschen zurückspringenden Zoonose namens Corona - bewegte uns zu Demut und zu einer Rückbesinnung auf das Wesentliche.  Unter dem ganzheitlichen Ansatz sich flächenmäßig auf den Bestand zu beschränken, soviel Bausubstanz wie möglich zu erhalten und zu reparieren, weitestgehend Baustoffe und Materialien zu verwenden, die sortenrein, kreislauffähig und gesund sind und die Haustechnik auf regenerative Energien auszurichten ist ein leises und bescheidenes, aber beispielgebendes Projekt entstanden, das aufzeigt wie mit wenigen Mitteln nachhaltige Sanierung unseres Gebäudebestandes der Jahrhundertwende gelingen kann.","11, 12, 13",,"Marchlewskistraße 34, 10243 Berlin",,,271,https://klimaschutzpartner-berlin.de
Klimaneutraler Kiez in Berlin Lichtenberg: Projekt „Q1 Klimaneutral 100“,klimaschutzpartner-berlin.de,"Klimaneutraler Kiez in Berlin Lichtenberg: Projekt „Q1 Klimaneutral 100“  Das Projekt der HOWOGE im Kiez Marksburgstraße in Berlin Lichtenberg (im Weiteren hier genannt Projekt -Q1 Klimaneutral 100- ist eine aktuell zur Umsetzung anstehendes Wärmewendeprojekt, einen Kiez der HOWOGE mit Wohnungs-Altbestand wirtschaftlich verantwortungsbewusst klimaneutral zu machen (153 vollvermietete Wohnungen in Lichtenberg, 5 Gebäude in Zeilenbebauung aus dem Jahr 1956, Typ: Q3A)  Die HOWOGE ist im Rahmen des Forschungsprojektes „KoWa – Wärmewende in der kommunalen Energieversorgung“ zu einer innovativen Lösung gelangt, die sich auch auf andere Bestände übertragen lässt. Die Teilnahme an Forschungsprojekten ist fester Bestandteil unserer Nachhaltigkeitsstrategie. Bis 2045 soll der gesamte Bestand der HOWOGE klimaneutral sein.  Bislang geht die Wohnungswirtschaft davon aus, dass Altbestände häufig mit einem hohen energetischen Standard versehen werden müssen, um fossile Energieträger für die Wärmeversorgung aufgeben zu können. Dass, um Klimaneutralität erreichen zu können, zuvor der energetische Standard der Altbestände noch einmal deutlich erhöht werden müsste.  Mit dem Projekt -Q1 Klimaneutral 100- in Berlin Lichtenberg geht die HOWOGE einen neuen innovativen Weg, der für Großwohnbestände auf wirtschaftlich akzeptablem Weg ermöglicht, die Wärmewende sukzessive bis 2045 zu bewältigen: Wir erschließen das großflächig in der städtischen Infrastruktur bereits vorhandene Wärmepotential des städtischen Abwassers. So schaffen wir ohne! weitere Aufwendungen für eine energetische Sanierung gute Bedingungen für den Einsatz von Wärmepumpen.  Denn, wir machen uns das bereits vorhandene Energielevel des städtischen Abwassers zu nutze.  Je niedriger die Temperaturdifferenz zwischen Wärmequelle (hier: Abwasser) und Wärmesenke (hier: Raumheizung und Warmwasser im Wohnungsbestand) ist, desto weniger Strom benötigt die Wärmepumpe.  Es ist der HOWOGE gelungen, das erste wirklich umsetzungsfähige Konzept für klimaneutrale Wärmeversorgung im Großwohn-Altbestand zu erarbeiten – bei langfristig stabilen Warmmieten.  Bereits 2024 soll die Wärmeerzeugung für das Projekt -Q1 Klimaneutral 100- über ein nahegelegenes Abwasserdruckrohr der Berliner Wasserbetriebe erfolgen. Die derzeit für die Energieversorgung genutzten Gas-Brennwertkessel werden planmäßig vollständig ersetzt.  Unter der Marksburgstraße verläuft ein Abwasserdruckrohr der Berliner Wasserbetriebe. Selbst bei Dauerfrost liegt die Temperatur des Abwassers bei mindestens 12 Grad Celsius.  Vorhandene Energiepotentiale, die flächendeckend erschlossen und genutzt werden können.  Wir entnehmen im Projekt -Q1 Klimaneutral 100- dem Abwasser Wärmemengen, strombetriebene Wärmepumpen heben diese Wärmemenge auf das gewohnte Warmwasser- und Heizniveau. Grob lautet die Rechnung: Mit einem kWh Strom für die Pumpen erzeugen wir etwa drei kWh Wärme. Das ist ein gutes Verhältnis.  Wir machen damit das Potential der vorhandenen Ressource Abwasserwärme großflächig für einen ganzen Kiez nutzbar. Abwasser gibt es immer, völlig unabhängig von der geopolitischen Lage oder einer Marktversorgung. Das gibt uns hier eine enorme Versorgungssicherheit.  Den Weg zum Klimaneutralpaket für das Quartier machen wir komplett, indem wir den Nutzstrom für die Wärmepumpen nahezu klimaneutral über Photovoltaik-Anlagen auf den Dächern des Quartiers produzieren und durch unser Mieterstromprodukt HOWOGE Grünstrom ergänzen. 2025 erreichen wir eine jährliche CO2-Einsparung von 100% im Vergleich zu 2023: 24,7 CO2/(m²*Jahr)  (Hinweis: Es handelt sich um eine innovative Planung. Deshalb existieren noch keine Fotos vom Projekt.)","7, 11, 13",,"Marksburgstraße 2, 10318 Berlin",,,272,https://klimaschutzpartner-berlin.de
Holz Ziegel Lehm | Pilotprojekt Nachhaltiger Geschosswohnungsbau Berlin,klimaschutzpartner-berlin.de,"Das Pilotprojekt „Holz Ziegel Lehm“ der Berliner Stadt und Land Wohnbauten-Gesellschaft mbH zeigt die Potenziale des nachhaltigen Bauens im öffentlich geförderten Mietwohnungsbau, indem unter Reallabor-Bedingungen verschiedene Bauweisen miteinander verglichen werden. Das Forschungs- und Bauprojekt wird von der Arge ZRS Architekten und Bruno Fioretti Marquez und unter wissenschaftlicher Begleitung mehrerer Universitäten realisiert. Nach einer intensiven Konzept- und Planungsphase befindet es sich seit August 2023 im Bau, 70 % der Bauleistungen sind bereits vergeben. Auf einem innerstädtischen Grundstück in Berlin-Britz werden zwei Neubauten realisiert – eins in Holz-Lehm-, das andere in monolithischer Ziegel-Bauweise. Ziel ist, über einfaches, robustes Bauen die CO2-Emissionen bei der Errichtung von konventionellen Wohnbauten um mindestens 50 % zu unterschreiten und die Nutzungsdauer zu erhöhen.  Die beiden freistehenden Neubauten mit Satteldach verfügen jeweils über fünf Etagen, auf einen Keller wurde bewusst verzichtet. 36 förderfähige Mietwohnungen sind geplant, die Hälfte aller Wohnungen sind barrierefrei. Durch den Einsatz von diffusionsoffenen Baustoffen kann auf Lüftungs- und Klimatechnik verzichtet werden. Beim Holzbau werden bevorzugt CO2-arme, trennbare und leicht rezyklierbare Materialien verbaut, sodass der Bau zukünftig als Materiallager für die Wiederverwendung von Baustoffen dienen kann.  Im Rahmen des Projektes wird auch die ökologische Bilanz der beiden Bauweisen miteinander verglichen. Deshalb sind die zwei Baukörper in Grundriss und Volumen identisch. Zusätzlich werden die Gebäude in einer Simulation mit einer konventionellen Bauweise (Kalksandsteinbauweise mit Wärmedämmverbundsystem (WDVS)) verglichen. So kann das Einsparpotenzial der verschiedenen Bauweisen auch im Vergleich zum bisherigen Standard aufgezeigt werden – mit sehr eindeutigen Ergebnissen: Grundsätzlich stellt sowohl der Ziegelbau als auch der Holzbau eine Verbesserung des Treibhauspotenzials im Vergleich zur konventionellen Bauweise mit Kalksandstein und WDVS dar. Beim Holzbau verstärkt sich der Effekt aufgrund des CO2-Speichers in Holzbauteilen, je mehr Holzbauteile zum Einsatz kommen. Selbst unter Berücksichtigung einer thermischen Verwertung am Ende des Lebenszyklus können mit dem Holzbau mehr als 200t CO2 eingespart werden.  Ein Video mit einer Präsentation zum Projekt finden sie hier: https://vimeo.com/925807922","7, 11, 13",,"Alt-Britz 107, 12359 Berlin",,,273,https://klimaschutzpartner-berlin.de
Olympiastadion Berlin Photovoltaikanlage,klimaschutzpartner-berlin.de,"Das Olympiastadion Berlin nutzt seit Dezember 2022 Solarstrom vom eigenen Dach. Auf dem äußeren Betonring des Stadiondachs wurde eine umlaufende Photovoltaikanlage mit einer Anschlussleistung von 605,25 kWp installiert. Die 1.614 Photovoltaikmodule werden nach aktuellen Prognosen knapp 615.000 Kilowattstunden Strom im Jahr erzeugen, was dem jährlichen Strombedarf von rund 205 Dreipersonenhaushalten entspricht. Eine Beeinträchtigung der Bausubstanz ist durch die durchdringungsfreie Montage ausgeschlossen.  Die Module sind so positioniert, dass sie zum einen für Stadionbesucher von außerhalb, sowie innerhalb des Stadions unauffällig oder nicht wahrnehmbar sind. Bei der Gestaltung und Anordnung der Module wurde darauf geachtet, dass sie sich aus der Luftsicht mit dem Gesamterscheinungsbild des Olympiastadion Berlin in Bezug auf Farbigkeit, Struktur und Größe in das Gesamtbild des Stadions einfügen oder sich diesem unterordnen. So wird sichergestellt, dass die optische Eigenwirkung der Photovoltaikanlage gering ist.  Das Olympiastadion Berlin ist ein Baudenkmal. Im Rahmen der Projektplanung erfolgte eine denkmalrechtliche Genehmigung durch die Untere Denkmalschutzbehörde des Berliner Bezirks Charlottenburg-Wilmersdorf. Außerdem wurde die Zustimmung des Architekturbüros gmp Architekten von Gerkan, Marg und Partner eingeholt, die in den Jahren 2000 bis 2004 für die Sanierung des Olympiastadion Berlin verantwortlich waren.  Der Strom wird im Rahmen eines Energieliefer-Contractings zur anteiligen Deckung des Stromeigenbedarfs im Stadion verwendet.","7, 11, 13, 17",,"Olympischer Platz 3, 14053 Berlin",,,274,https://klimaschutzpartner-berlin.de
QNG Wohngebäude im Berliner Kaskelkiez,klimaschutzpartner-berlin.de,"Das Wohnhaus ist entsprechend der aktuellen Neubauförderung der KfW als EH 40 NH geplant. Das Haus ist entsprechend nach DGNB im Goldstandard geplant und soll zertifiziert werden.  Im Frühjahr 2022 erwirbt die Projektentwicklungsgesellschaft blueorange der BRAWO Group erwirbt eines der letzten unbebauten Grundstücke im Berliner Kaskelkiez mit dem Ziel dort ein zukunftweisendes nachhaltiges Gebäude zu entwickeln. Die existierende Bauvoranfrage wird vollständig überarbeitet. Die Anpassung des Entwurfes der Bauvoranfrage werden mit dem Bezirk abgestimmt. Die Bauanträge werden im Dezember 2022 eingereicht. Im Herbst 2023 beginnen die Bauarbeiten.  Das 7-geschossige Gebäude entsteht als Eckbebauung in einer Baulücke in Holzhybrindbauweise. Auf 1800m2 Wohnfläche entstehen 21 Wohnungen mit zwei bis fünf Zimmern.  Kellergeschoss, Treppenhaus und Brandwände werden massiv aus Beton errichtet.  Es werden massive tragende Holzwände quer zur Fassade angeordnet.  Als Decken werden mit Kies gefüllte Hohlkastendecken für die Anforderung erhöhter Schallschutz geplant. Die Fassaden sind nichttragen als Tafelbaufassade.  Alle Holzteile werden sichtbar verbaut und auf Abbrand dimensioniert. Die leichten Trennwände werden als Strohbauplatten ohne Gipsanteile errichtet.  Der Holzanteil an der Gesamtkonstruktion beträgt 60%.  Die Zielstellung und Lösungsansätze als klar definierten Anforderungen wie der erhöhte Schallschutz, die Abschirmung gegen Außenlärm (Straße und Bahn) und die größtmögliche Holzsichtigkeit werden in einem intergralen Planungsprozess entwickelt. Die Konstruktion muss entsprechend den geltenden Bedingungen einen Feuerwiderstand von 90 Minuten aufweisen.  Alle Planer werden früh im Projekt gebunden. Die Planungen wurden in 14 tägigen Planerrunden gemeinschaftlich entwickelt und zum Abschluss des Vorentwurfes zur Planreife gebracht.  Der Übergang zwischen Entwurf und Ausführungsplanung ist in einem Holzbau mit den gewählten Zielvorgaben ist fließend. Weite Teile der Konstruktion sind mit Abschluss der Entwurfsphase entwickelt. Genauso wie die Einbindung der zur Ausführung vorzusehenden Firmen.  Energie- und Nachhaltigkeitskonzept  Das Haus erfüllt die Anforderungen des Qualitätssiegels Nachhaltiges Bauen QNG.  Die m Baustoff gebundene Energie sowie die Emissionen werden hinsichtlich ihrer ökologischen Auswirkungen bewertet. Zusätzlich werden Holzherkunft, die Zugänglichkeit zum Haus und die Barrierefreiheit innerhalb der Wohnung im Sinne des Universal Design bewertet.  Für den KfW 40 Standard werden Außenwände mit einem U-Wert von 0,15 W/m2k in Holztafelbauweise geplant. Dach und Bodenplatte sind ebenfalls hochgedämmt.  Die Wärmeversorgung des Hauses erfolgt Wärmepumpen. Als Energiequelle dienen und sowie 5 Erdsonden im Hof des Hauses. Die Heizung und Kühlung erfolgen über eine Fußbodenheizung. Das Trinkwasser wird in Frischwasserstationen erwärmt. Eine PV Anlage auf dem Dach mit einer Leistung von 16.000 kWh leistet dazu einen Beitrag zum in Haus genutzten Strom.  Folgende Nachhaltigkeitskennwerte werden erfüllt:  Energiebedarf GEG  Der Endenergiebedarf beträgt 10,4 KWh/m2a. Der Primärenergiebedarf ist 18,6 KWh/ m2a. Für den Betrieb erhält das Gebäude im Energieausweis die Klasse A+.  QNG, Benchmarks CO2 Äquivalent Primärenergie  Der erreichte Kennwert für das CO2 Benchmark im Lebenszyklus über 50 Jahre beträgt 24 kg CO2 Äquivalent / m2 NRF. Das Gebäude erfüllt damit den Standard QNG Plus.  QNG, Benchmark Primärenergie  Das Gebäude benötigt in der Bilanzierung 82 kWh/m2a und erfüllt damit die QNG-Anforderung von 96 kWh/m2a.  Freiraumplanung  Das Dach wird als Retentionsdach hergestellt. Das anfallende Regenwasser auf dem Grundstück versichert.  Der Hof wird als Spielfläche hergestellt. Balkone und die Treppenhausfassade sollen begrünt werden.","7, 11, 12, 13, 17",,"Kaskelstraße 36, 10317 Berlin",,,275,https://klimaschutzpartner-berlin.de
Regeneratives Wohnen in Berlin-Grünau,klimaschutzpartner-berlin.de,"Regeneratives Wohnen in Berlin-Grünau ist eine neue Interpretation einer typischen Stadtvilla im Berliner Südosten. Realisiert wurden fünf Wohnungen bei der sich die Mieter_innen drei verschiedene Adressen teilen. Die Architektur des Gebäudes gleicht einem Puzzle, bei dem sich drei Eingänge zu einer kohärenten Einheit zusammenfügen.  Die flächeneffizienten Wohnungen sind um einen zentralen Kern herum konzipiert und reduzieren somit den Ressourcenverbrauch. Jeder Raum ist leicht zugänglich, die Verkehrsflächen sind minimiert und die Zimmer optimiert. Dies ermöglicht auch eine variable Raumnutzung nach unterschiedlichen Wohnwünschen und eine größere Gestaltungsfreiheit für die Mieter_innen. Das Ergebnis sind persönlich nutzbare und funktionale Wohnungen.  Der Rohbau wurde in kurzer Zeit mit vorgefertigten Betonwände mit Blähton zur Herstellung eines guten Innenraumklimas hergestellt. Ein ""Pop-up-Fenster"" auf der zweiten Ebene trägt zum Regeneratives Wohnen des Gebäudes bei. Der Raum bietet einen uneingeschränkten Blick auf den Wald auf der anderen Strassenseite und bildet einen Rahmen, der den Wandel der vier Jahreszeiten einfängt. Gleichzeitig lässt es natürliches Tageslicht einfangen. Die Terrassen sind ein großartiger Ort, um sich zu entspannen und die Landschaft auf sich wirken zu lassen. Das Pop-up-Fenster tritt nahtlose Verbindung zwischen dem Inneren und dem Äußeren des Gebäudes. Außerdem bietet es ein einzigartiges und regeneratives Wohnerlebnis.  Die Fassade wird mit einem Pinsel verputzt - das dreistöckige Gebäude ermöglicht eine manuelle Nachbearbeitung, so dass die Fassade des Regeneratives Wohnens wie eine Rinde aussieht. Das Farbschema basiert auf Grün, spiegelt aber auch die Farbtöne der Bäume im Jahresverlauf wider: die knospende Farbe des Frühlings, das satte Grün des Sommers, die goldene Farbe des Herbstes und das Ocker der Baumstämme im Winter.  Das Gebäude wird ausschließlich mit regenerativer Energie beheizt, die zum großen Teil vor Ort produziert wird. Die Treibhausgasemissionen wurden auf ca. 20kg CO2 Äquivalent pro qm Gebäudefläche (BGF) und Jahr begrenzt.","7, 11, 12, 13, 17",,"Wassersportallee 44, 12527 Berlin",,,276,https://klimaschutzpartner-berlin.de
Nachhaltig chillen,klimaschutzpartner-berlin.de,"Das Team des StartUps „Factor4Solutions GmbH“ aus Berlin revolutioniert mit einem neuen Ansatz den Betrieb von Kälteerzeugungssystemen. Erstmals werden die Komponenten gemein­sam im Sinne der Systemeffizienz durch die digitale Systemmanagerin orchestriert - Systemeffizienz vor Komponenteneffizienz.  Die Kältetechnik ist ein häufig unterschätzter Riese. Sie ist allein in Deutschland verantwortlich für 15% des nationalen Strombedarfs. Im Gebäudesektor ist es mit ca. 17% pro Jahr zudem der am stärksten wachsende Energieverbraucher überhaupt.  Für ein Gebäude der Investitionsbank Berlin wurde im Herbst/Winter 2023/24 eine Vorplanung zum Einsatz der Systemmanagerin zur Optimierung des Betriebs der dortigen Kälteerzeugung, 90% Klimatisierung, 10% IT-Infrastrukturkühlung vorgenommen.  Das Ergebnis hat die Erwartungen übertroffen: annähernd 50% weniger Strombedarf für die gleiche Kühlung. Gleichzeitig werden so 50% an korrespondierenden CO2-Emissionen eingespart.  Dieser Ansatz lässt sich in alle Bereiche technischer Kälteerzeugung (Krankenhäuser, Rechenzentren, prod. Gewerbe, Lebensmitteindustrie, Gebäudeklimatisierung, u.v.a.) übertragen. Nicht nur für die Anwender, sondern auch für die Gesellschaft ist dies ein sensitiver Beitrag zur Ressourcenschonung und in Richtung Nachhaltigkeit bei gleichzeitiger Senkung der Kosten und Steigerung der Wirtschaftlichkeit der Unternehmung.","7, 9, 11, 12, 13",,"Marchstraße 18, 10587 Berlin",,,277,https://klimaschutzpartner-berlin.de
Europe Rings For Peace,kulturkirche2025.de,"WAS:  Gesellschaftlich engagierte Kunst. Das Projekt „Europe Rings For Peace“ als Europäisches Friedensläuten ist ein Berliner Projekt. Es wurde vom DNK Deutschen Nationalkomitee für Denkmalschutz ins Leben gerufen. 2018 und 2019 wurde es von Berlin aus koordiniert und  in ganz Europa durchgeführt mit Tausendenden die teilnahmen – von privaten Handbell Ringers bis zur großen Kathedralen.  Das Projekt soll 2025 wieder neu gestartet werden. Ziel ist, eine neue dauerhafte Tradition zu begründen, so dass jedes Jahr ein Europäisches Friedensläuten stattfindet. Als fulminanten Neustart kann „Europe Rings For Peace“ im Rahmen von Chemnitz als Kulturhauptstadt  Europas 2025 ein Friedenszeichen in und für ganz Europa setzen.  ZIEL:  Von Berlin aus erklingt ein unüberhörbares Friedenszeichen in ganz Europa, bei dem jeder dabei sein kann. Kunst als Teil der Gesellschaft. Bewusst machen und Begeisterung wecken für die Kostbarkeit von Frieden. Eine neue Tradition begründen für ein jährlich wiederkehrendes „Europe Rings For Peace“ , das bis zur EXPO 2035 ein fester Bestandteil vom Community-Leben wird. Der Neustart dazu findet im Rahmen von Chemnitz als Kulturhauptstadt Europas 2025 statt.  WER :  Ein kleines effektives Team übernimmt die Koordination.  In ganz Europa vor Ort läuten alle Teilnehmenden freiwillig und selbständig im Rahmen ihrer Möglichkeiten. Sie beteiligen ihre Communities und teilen ihre jeweilige Aktion in ihren Sozialen Netzwerken und mit der Koordinierungsstelle, die es in alle Gesamtveröffentlichungen übernimmt: Social Media, Interaktive Glockenkarte, Dokumentationen, Presseverteiler, Radio , TV usw.  Europe Rings For Peace  https://kulturkirche2025.de/europe-rings-for-peace-europaeisches-friedenslaeuten/ Bild: © CC Lizenz Alexandra Khudyntseva, Ukraine","4, 16, 17",,"Bebelplatz , 10117 Berlin",,,278,https://kulturkirche2025.de
